ID_C_AUC,NOMBRE,COD_REGION,COD_COMUNA,COMUNA,X1,Y1,X2,Y2,X3,Y3,X4,Y4
2063,Puchuncaví,5,5105,PUCHUNCAVÍ,-7948284.84616489,-3855208.52801927,-7949471.41250282,-3855181.4670263,-7949444.42655406,-3853989.30269408,-7948257.97922626,-3854016.35164505
2064,El Melón,5,5506,NOGALES,-7926924.65376033,-3855675.1682644,-7928111.42774287,-3855650.26094842,-7928086.58471158,-3854457.8879934,-7926899.92982442,-3854482.78422442
2065,El Melón,5,5506,NOGALES,-7925737.86874596,-3855699.9558872,-7926924.65376033,-3855675.1682644,-7926899.92982442,-3854482.78422442,-7925713.26390996,-3854507.56081544
2066,El Melón,5,5506,NOGALES,-7925737.86874596,-3855699.9558872,-7925713.26390996,-3854507.56081544,-7924526.58702125,-3854532.21776194,-7924551.07275283,-3855724.62381227
2067,Los Cerrillos,5,5702,CATEMU,-7896064.81332863,-3856280.73328687,-7897251.85688279,-3856258.93941114,-7897230.11174738,-3855066.29554395,-7896043.18739933,-3855088.07971881
2068,Los Cerrillos,5,5702,CATEMU,-7894877.76012344,-3856302.40735857,-7896064.81332863,-3856280.73328687,-7896043.18739933,-3855088.07971881,-7894856.25340423,-3855109.74414291
2069,Veintiuno de Mayo,5,5701,SAN FELIPE,-7875883.63967686,-3856632.89598766,-7877070.84006875,-3856613.1393051,-7877051.12196166,-3855420.33776999,-7875864.04084033,-3855440.08565766
2070,Veintiuno de Mayo,5,5705,PUTAENDO,-7874696.43053778,-3856652.5328017,-7875883.63967686,-3856632.89598766,-7875864.04084033,-3855440.08565766,-7874676.95097539,-3855459.71373013
2071,Lo Galdámez - La Higuera,5,5706,SANTA MARÍA,-7862823.86975432,-3856842.307394,-7864011.1634395,-3856823.86945919,-7863992.7575026,-3855630.97411314,-7862805.5831263,-3855649.40383967
2072,Santa Filomena - El Llano,5,5706,SANTA MARÍA,-7861618.40059138,-3855667.71371268,-7860431.20995103,-3855685.90372882,-7860449.25795121,-3856878.82353969,-7861636.56790715,-3856860.62542195
2073,Puchuncaví,5,5105,PUCHUNCAVÍ,-7948311.72509011,-3856400.82285701,-7949498.41049117,-3856373.74981711,-7949471.41250282,-3855181.4670263,-7948284.84616489,-3855208.52801927
2074,El Ñilhue,5,5702,CATEMU,-7894899.27644053,-3857495.18923714,-7896086.44890894,-3857473.50551389,-7896064.81332863,-3856280.73328687,-7894877.76012344,-3856302.40735857
2075,El Ñilhue,5,5702,CATEMU,-7893712.09437031,-3857516.7530991,-7894899.27644053,-3857495.18923714,-7894877.76012344,-3856302.40735857,-7893690.69732039,-3856323.96162228
2076,Veintiuno de Mayo,5,5701,SAN FELIPE,-7875903.24726058,-3857825.82504085,-7877090.56697621,-3857806.05955981,-7877070.84006875,-3856613.1393051,-7875883.63967686,-3856632.89598766
2077,Punta El Olivo,5,5705,PUTAENDO,-7874715.91879416,-3857845.47060004,-7875903.24726058,-3857825.82504085,-7875883.63967686,-3856632.89598766,-7874696.43053778,-3856652.5328017
2078,Punta El Olivo,5,5705,PUTAENDO,-7873528.58163017,-3857864.9962338,-7874715.91879416,-3857845.47060004,-7874696.43053778,-3856652.5328017,-7873509.2127047,-3856672.04974364
2079,Alagarrobal,5,5701,SAN FELIPE,-7872341.23582182,-3857884.40193853,-7873528.58163017,-3857864.9962338,-7873509.2127047,-3856672.04974364,-7872321.98623081,-3856691.44680991
2080,Lo Galdámez - La Higuera,5,5706,SANTA MARÍA,-7864029.5775916,-3858016.88356329,-7865216.98242032,-3857998.31746,-7865198.4489095,-3856805.3116209,-7864011.1634395,-3856823.86945919
2081,Lo Galdámez - La Higuera,5,5706,SANTA MARÍA,-7862842.16454431,-3858035.32970974,-7864029.5775916,-3858016.88356329,-7864011.1634395,-3856823.86945919,-7862823.86975432,-3856842.307394
2082,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7957832.71178839,-3857373.20389933,-7959019.41842448,-3857345.16127444,-7958991.45564225,-3856152.85830129,-7957804.86808213,-3856180.88844896
2083,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7956645.99273153,-3857401.12685029,-7957832.71178839,-3857373.20389933,-7957804.86808213,-3856180.88844896,-7956618.26810633,-3856208.79897587
2084,Horcón,5,5105,PUCHUNCAVÍ,-7955459.26130693,-3857428.93012224,-7956645.99273153,-3857401.12685029,-7956618.26810633,-3856208.79897587,-7955431.65576787,-3856236.58987692
2085,Puchuncaví,5,5105,PUCHUNCAVÍ,-7948338.61600683,-3857593.23621115,-7949525.42052406,-3857566.15111939,-7949498.41049117,-3856373.74981711,-7948311.72509011,-3856400.82285701
2086,El Ñilhue,5,5702,CATEMU,-7894920.80235945,-3858688.08983164,-7896108.09414424,-3858666.39645289,-7896086.44890894,-3857473.50551389,-7894899.27644053,-3857495.18923714
2087,El Ñilhue,5,5702,CATEMU,-7894920.80235945,-3858688.08983164,-7894899.27644053,-3857495.18923714,-7893712.09437031,-3857516.7530991,-7893733.50096888,-3858709.66329579
2088,Veintiuno de Mayo,5,5701,SAN FELIPE,-7875922.86359509,-3859018.8728703,-7877110.30268767,-3858999.09858717,-7877090.56697621,-3857806.05955981,-7875903.24726058,-3857825.82504085
2089,Punta El Olivo,5,5701,SAN FELIPE,-7874735.41574812,-3859038.52717823,-7875922.86359509,-3859018.8728703,-7875903.24726058,-3857825.82504085,-7874715.91879416,-3857845.47060004
2090,Punta El Olivo,5,5701,SAN FELIPE,-7873547.95920001,-3859058.06150735,-7874735.41574812,-3859038.52717823,-7874715.91879416,-3857845.47060004,-7873528.58163017,-3857864.9962338
2091,Alagarrobal,5,5701,SAN FELIPE,-7872360.49400397,-3859077.47585409,-7873547.95920001,-3859058.06150735,-7873528.58163017,-3857864.9962338,-7872341.23582182,-3857884.40193853
2092,Lo Galdámez - La Higuera,5,5706,SANTA MARÍA,-7864047.99996227,-3859210.01647851,-7865235.52420295,-3859191.44210682,-7865216.98242032,-3857998.31746,-7864029.5775916,-3858016.88356329
2093,Lo Galdámez - La Higuera,5,5706,SANTA MARÍA,-7862860.46749964,-3859228.47083997,-7864047.99996227,-3859210.01647851,-7864029.5775916,-3858016.88356329,-7862842.16454431,-3858035.32970974
2094,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7960234.20696666,-3858509.40794253,-7961421.00772083,-3858481.11339656,-7961392.79422222,-3857288.71702348,-7960206.11258676,-3857316.99898078
2095,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7959047.39368051,-3858537.58277169,-7960234.20696666,-3858509.40794253,-7960206.11258676,-3857316.99898078,-7959019.41842448,-3857345.16127444
2096,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7957860.56791543,-3858565.6378789,-7959047.39368051,-3858537.58277169,-7959019.41842448,-3857345.16127444,-7957832.71178839,-3857373.20389933
2097,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7956673.72972447,-3858593.57325901,-7957860.56791543,-3858565.6378789,-7957832.71178839,-3857373.20389933,-7956645.99273153,-3857401.12685029
2098,Horcón,5,5105,PUCHUNCAVÍ,-7955486.87916069,-3858621.38890692,-7956673.72972447,-3858593.57325901,-7956645.99273153,-3857401.12685029,-7955459.26130693,-3857428.93012224
2099,Puchuncaví,5,5105,PUCHUNCAVÍ,-7949552.44260644,-3858758.67098604,-7950739.35423845,-3858731.45407506,-7950712.2129918,-3857538.94631841,-7949525.42052406,-3857566.15111939
2100,Puchuncaví,5,5105,PUCHUNCAVÍ,-7948365.51891998,-3858785.7681346,-7949552.44260644,-3858758.67098604,-7949525.42052406,-3857566.15111939,-7948338.61600683,-3857593.23621115
2101,Nogales,5,5506,NOGALES,-7925811.74914456,-3859277.85263271,-7926998.89177719,-3859253.03188748,-7926974.13473218,-3858060.29204298,-7925787.11135874,-3858085.10174288
2102,San Felipe,5,5701,SAN FELIPE,-7872379.76078081,-3860270.66860969,-7873567.34541776,-3860251.2456174,-7873547.95920001,-3859058.06150735,-7872360.49400397,-3859077.47585409
2103,San Felipe,5,5701,SAN FELIPE,-7871192.16754564,-3860289.97156266,-7872379.76078081,-3860270.66860969,-7872360.49400397,-3859077.47585409,-7871173.02021326,-3859096.77021489
2104,San Felipe,5,5701,SAN FELIPE,-7870004.56576552,-3860309.15447276,-7871192.16754564,-3860289.97156266,-7871173.02021326,-3859096.77021489,-7869985.5378811,-3859115.94458622
2105,San Felipe,5,5701,SAN FELIPE,-7868816.9554937,-3860328.21733647,-7870004.56576552,-3860309.15447276,-7869985.5378811,-3859115.94458622,-7868798.04706075,-3859134.99896456
2106,Santa María,5,5706,SANTA MARÍA,-7864066.4305549,-3860403.26825796,-7865254.07426079,-3860384.68561449,-7865235.52420295,-3859191.44210682,-7864047.99996227,-3859210.01647851
2107,Las Cabras,5,5706,SANTA MARÍA,-7861691.11852038,-3860440.07335062,-7862878.77862367,-3860421.73083779,-7862860.46749964,-3859228.47083997,-7861672.92686831,-3859246.80518782
2108,Las Cabras,5,5706,SANTA MARÍA,-7861691.11852038,-3860440.07335062,-7861672.92686831,-3859246.80518782,-7860485.37812155,-3859265.0195187,-7860503.45029832,-3860458.29579306
2109,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7959075.38141547,-3859730.12284593,-7960262.31387853,-3859701.93547613,-7960234.20696666,-3858509.40794253,-7959047.39368051,-3858537.58277169
2110,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7957888.43646835,-3859758.19044057,-7959075.38141547,-3859730.12284593,-7959047.39368051,-3858537.58277169,-7957860.56791543,-3858565.6378789
2111,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7956701.47909025,-3859786.13825493,-7957888.43646835,-3859758.19044057,-7957860.56791543,-3858565.6378789,-7956673.72972447,-3858593.57325901
2112,Horcón,5,5105,PUCHUNCAVÍ,-7955514.50933422,-3859813.96628387,-7956701.47909025,-3859786.13825493,-7956673.72972447,-3858593.57325901,-7955486.87916069,-3858621.38890692
2113,Horcón,5,5105,PUCHUNCAVÍ,-7954327.52725337,-3859841.67452232,-7955514.50933422,-3859813.96628387,-7955486.87916069,-3858621.38890692,-7954300.01627713,-3858649.08481754
2114,Campiche,5,5105,PUCHUNCAVÍ,-7953140.53290076,-3859869.26296519,-7954327.52725337,-3859841.67452232,-7954300.01627713,-3858649.08481754,-7953113.14112687,-3858676.6609858
2115,Campiche,5,5105,PUCHUNCAVÍ,-7951953.52632947,-3859896.73160744,-7953140.53290076,-3859869.26296519,-7953113.14112687,-3858676.6609858,-7951926.25376295,-3858704.11740665
2116,Puchuncaví,5,5105,PUCHUNCAVÍ,-7949579.47674325,-3859951.30946999,-7950766.50759261,-3859924.08044404,-7950739.35423845,-3858731.45407506,-7949552.44260644,-3858758.67098604
2117,Puchuncaví,5,5105,PUCHUNCAVÍ,-7949579.47674325,-3859951.30946999,-7949552.44260644,-3858758.67098604,-7948365.51891998,-3858785.7681346,-7948392.4338345,-3859978.41868029
2118,Nogales,5,5506,NOGALES,-7928210.91076262,-3860420.93873812,-7929398.15055446,-3860395.86713519,-7929373.143853,-3859203.03084283,-7928186.02336438,-3859228.09128933
2119,Nogales,5,5506,NOGALES,-7927023.65986763,-3860445.89043942,-7928210.91076262,-3860420.93873812,-7928186.02336438,-3859228.09128933,-7926998.89177719,-3859253.03188748
2120,Nogales,5,5506,NOGALES,-7925836.39792267,-3860470.72223452,-7927023.65986763,-3860445.89043942,-7926998.89177719,-3859253.03188748,-7925811.74914456,-3859277.85263271
2121,Nogales,5,5506,NOGALES,-7924649.12498088,-3860495.43411887,-7925836.39792267,-3860470.72223452,-7925811.74914456,-3859277.85263271,-7924624.59551962,-3859302.55352049
2122,San Felipe,5,5704,PANQUEHUE,-7874774.43576309,-3861424.99688648,-7875962.12253087,-3861405.32507032,-7875942.48868399,-3860212.03952909,-7874754.92140324,-3860231.70258934
2123,San Felipe,5,5701,SAN FELIPE,-7873586.74028699,-3861444.54861705,-7874774.43576309,-3861424.99688648,-7874754.92140324,-3860231.70258934,-7873567.34541776,-3860251.2456174
2124,San Felipe,5,5701,SAN FELIPE,-7872399.03615586,-3861463.98025844,-7873586.74028699,-3861444.54861705,-7873567.34541776,-3860251.2456174,-7872379.76078081,-3860270.66860969
2125,San Felipe,5,5701,SAN FELIPE,-7871211.32342298,-3861483.29180709,-7872399.03615586,-3861463.98025844,-7872379.76078081,-3860270.66860969,-7871192.16754564,-3860289.97156266
2126,San Felipe,5,5701,SAN FELIPE,-7870023.60214162,-3861502.48325946,-7871211.32342298,-3861483.29180709,-7871192.16754564,-3860289.97156266,-7870004.56576552,-3860309.15447276
2127,San Felipe,5,5701,SAN FELIPE,-7868835.87236508,-3861521.55461203,-7870023.60214162,-3861502.48325946,-7870004.56576552,-3860309.15447276,-7868816.9554937,-3860328.21733647
2128,Santa María,5,5706,SANTA MARÍA,-7866460.38753959,-3861559.33700382,-7867648.13414664,-3861540.50586131,-7867629.33678346,-3860347.16015031,-7866441.70968807,-3860365.9829108
2129,Santa María,5,5706,SANTA MARÍA,-7865272.63259723,-3861578.04803612,-7866460.38753959,-3861559.33700382,-7866441.70968807,-3860365.9829108,-7865254.07426079,-3860384.68561449
2130,Santa María,5,5706,SANTA MARÍA,-7864084.86937285,-3861596.63895476,-7865272.63259723,-3861578.04803612,-7865254.07426079,-3860384.68561449,-7864066.4305549,-3860403.26825796
2131,Santa María,5,5706,SANTA MARÍA,-7862897.09791975,-3861615.10975634,-7864084.86937285,-3861596.63895476,-7864066.4305549,-3860403.26825796,-7862878.77862367,-3860421.73083779
2132,Las Cabras,5,5706,SANTA MARÍA,-7862897.09791975,-3861615.10975634,-7862878.77862367,-3860421.73083779,-7861691.11852038,-3860440.07335062,-7861709.31829123,-3861633.46043748
2133,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7959103.38163449,-3860922.78155008,-7960290.43332753,-3860894.58163451,-7960262.31387853,-3859701.93547613,-7959075.38141547,-3859730.12284593
2134,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7957916.31745226,-3860950.86163728,-7959103.38163449,-3860922.78155008,-7959075.38141547,-3859730.12284593,-7957888.43646835,-3859758.19044057
2135,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7956729.24083393,-3860978.82189097,-7957916.31745226,-3860950.86163728,-7957888.43646835,-3859758.19044057,-7956701.47909025,-3859786.13825493
2136,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7955542.1518326,-3861006.66230602,-7956729.24083393,-3860978.82189097,-7956701.47909025,-3859786.13825493,-7955514.50933422,-3859813.96628387
2137,Campiche,5,5105,PUCHUNCAVÍ,-7954355.05050136,-3861034.38287735,-7955542.1518326,-3861006.66230602,-7955514.50933422,-3859813.96628387,-7954327.52725337,-3859841.67452232
2138,Campiche,5,5105,PUCHUNCAVÍ,-7953167.93689332,-3861061.98359986,-7954355.05050136,-3861034.38287735,-7954327.52725337,-3859841.67452232,-7953140.53290076,-3859869.26296519
2139,Campiche,5,5105,PUCHUNCAVÍ,-7953167.93689332,-3861061.98359986,-7953140.53290076,-3859869.26296519,-7951953.52632947,-3859896.73160744,-7951980.81106158,-3861089.46446853
2140,Nogales,5,5506,NOGALES,-7927048.43900806,-3861638.86775181,-7928235.80926399,-3861613.90494281,-7928210.91076262,-3860420.93873812,-7927023.65986763,-3860445.89043942
2141,Nogales,5,5506,NOGALES,-7925861.05769761,-3861663.71060131,-7927048.43900806,-3861638.86775181,-7927023.65986763,-3860445.89043942,-7925836.39792267,-3860470.72223452
2142,Nogales,5,5506,NOGALES,-7924673.6653858,-3861688.43348674,-7925861.05769761,-3861663.71060131,-7925836.39792267,-3860470.72223452,-7924649.12498088,-3860495.43411887
2143,El Cobre,5,5702,CATEMU,-7898548.35886026,-3862201.97712605,-7899735.97974104,-3862179.89455691,-7899713.94711283,-3860986.67648611,-7898526.44569607,-3861008.74922772
2144,El Cobre,5,5702,CATEMU,-7897360.72820209,-3862223.9396325,-7898548.35886026,-3862201.97712605,-7898526.44569607,-3861008.74922772,-7897338.93450595,-3861030.70196002
2145,El Cobre,5,5702,CATEMU,-7896173.08781978,-3862245.78207224,-7897360.72820209,-3862223.9396325,-7897338.93450595,-3861030.70196002,-7896151.41359569,-3861052.53467899
2146,San Felipe,5,5704,PANQUEHUE,-7874793.95883125,-3862618.41012278,-7875981.76513934,-3862598.72954712,-7875962.12253087,-3861405.32507032,-7874774.43576309,-3861424.99688648
2147,San Felipe,5,5701,SAN FELIPE,-7873606.14381126,-3862637.97055942,-7874793.95883125,-3862618.41012278,-7874774.43576309,-3861424.99688648,-7873586.74028699,-3861444.54861705
2148,San Felipe,5,5701,SAN FELIPE,-7872418.32013267,-3862657.41085345,-7873606.14381126,-3862637.97055942,-7873586.74028699,-3861444.54861705,-7872399.03615586,-3861463.98025844
2149,San Felipe,5,5701,SAN FELIPE,-7871230.48784879,-3862676.73100132,-7872418.32013267,-3862657.41085345,-7872399.03615586,-3861463.98025844,-7871211.32342298,-3861483.29180709
2150,San Felipe,5,5701,SAN FELIPE,-7870042.64701291,-3862695.93099947,-7871230.48784879,-3862676.73100132,-7871211.32342298,-3861483.29180709,-7870023.60214162,-3861502.48325946
2151,San Felipe,5,5701,SAN FELIPE,-7868854.79767835,-3862715.01084438,-7870042.64701291,-3862695.93099947,-7870023.60214162,-3861502.48325946,-7868835.87236508,-3861521.55461203
2152,San Felipe,5,5706,SANTA MARÍA,-7867666.93989842,-3862733.97053257,-7868854.79767835,-3862715.01084438,-7868835.87236508,-3861521.55461203,-7867648.13414664,-3861540.50586131
2153,Santa María,5,5706,SANTA MARÍA,-7865291.1992157,-3862771.52942485,-7866479.07372643,-3862752.81006054,-7866460.38753959,-3861559.33700382,-7865272.63259723,-3861578.04803612
2154,Santa María,5,5706,SANTA MARÍA,-7864103.31641953,-3862790.12862206,-7865291.1992157,-3862771.52942485,-7865272.63259723,-3861578.04803612,-7864084.86937285,-3861596.63895476
2155,Santa María,5,5706,SANTA MARÍA,-7862915.42539126,-3862808.60764876,-7864103.31641953,-3862790.12862206,-7864084.86937285,-3861596.63895476,-7862897.09791975,-3861615.10975634
2156,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7957944.21087227,-3862143.65152196,-7959131.39434271,-3862115.55893708,-7959103.38163449,-3860922.78155008,-7957916.31745226,-3860950.86163728
2157,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7956757.01496062,-3862171.62422008,-7957944.21087227,-3862143.65152196,-7957916.31745226,-3860950.86163728,-7956729.24083393,-3860978.82189097
2158,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7955569.80666087,-3862199.47702632,-7956757.01496062,-3862171.62422008,-7956729.24083393,-3860978.82189097,-7955542.1518326,-3861006.66230602
2159,Nogales,5,5506,NOGALES,-7925885.72847389,-3862856.81778611,-7927073.22920302,-3862831.96387768,-7927048.43900806,-3861638.86775181,-7925861.05769761,-3861663.71060131
2160,Nogales,5,5506,NOGALES,-7924698.21673889,-3862881.55167714,-7925885.72847389,-3862856.81778611,-7925861.05769761,-3861663.71060131,-7924673.6653858,-3861688.43348674
2161,El Cobre,5,5702,CATEMU,-7899758.02219988,-3863373.23153995,-7900945.75276325,-3863351.01902723,-7900923.59079119,-3862157.69192914,-7899735.97974104,-3862179.89455691
2162,El Cobre,5,5702,CATEMU,-7898570.28180183,-3863395.32394064,-7899758.02219988,-3863373.23153995,-7899735.97974104,-3862179.89455691,-7898548.35886026,-3862201.97712605
2163,El Cobre,5,5702,CATEMU,-7897382.53162237,-3863417.29622525,-7898570.28180183,-3863395.32394064,-7898548.35886026,-3862201.97712605,-7897360.72820209,-3862223.9396325
2164,El Cobre,5,5702,CATEMU,-7896194.77171476,-3863439.14838974,-7897382.53162237,-3863417.29622525,-7897360.72820209,-3862223.9396325,-7896173.08781978,-3862245.78207224
2165,San Felipe,5,5704,PANQUEHUE,-7873625.55599413,-3863831.51149767,-7874813.49061132,-3863811.94235138,-7874793.95883125,-3862618.41012278,-7873606.14381126,-3862637.97055942
2166,San Felipe,5,5701,SAN FELIPE,-7872437.61271478,-3863850.9604479,-7873625.55599413,-3863831.51149767,-7873606.14381126,-3862637.97055942,-7872418.32013267,-3862657.41085345
2167,San Felipe,5,5701,SAN FELIPE,-7871249.66082659,-3863870.28919851,-7872437.61271478,-3863850.9604479,-7872418.32013267,-3862657.41085345,-7871230.48784879,-3862676.73100132
2168,San Felipe,5,5701,SAN FELIPE,-7870061.70038289,-3863889.49774594,-7871249.66082659,-3863870.28919851,-7871230.48784879,-3862676.73100132,-7870042.64701291,-3862695.93099947
2169,San Felipe,5,5701,SAN FELIPE,-7868873.731437,-3863908.58608668,-7870061.70038289,-3863889.49774594,-7870042.64701291,-3862695.93099947,-7868854.79767835,-3862715.01084438
2170,San Felipe,5,5706,SANTA MARÍA,-7867685.75404227,-3863927.55421723,-7868873.731437,-3863908.58608668,-7868854.79767835,-3862715.01084438,-7867666.93989842,-3862733.97053257
2171,Santa María,5,5706,SANTA MARÍA,-7865309.77411959,-3863965.12983385,-7866497.76825202,-3863946.40213411,-7866479.07372643,-3862752.81006054,-7865291.1992157,-3862771.52942485
2172,Santa María,5,5706,SANTA MARÍA,-7864121.77169832,-3863983.73731303,-7865309.77411959,-3863965.12983385,-7865291.1992157,-3862771.52942485,-7864103.31641953,-3862790.12862206
2173,Santa María,5,5706,SANTA MARÍA,-7862933.76104156,-3864002.22456823,-7864121.77169832,-3863983.73731303,-7864103.31641953,-3862790.12862206,-7862915.42539126,-3862808.60764876
2174,Santa María,5,5706,SANTA MARÍA,-7862933.76104156,-3864002.22456823,-7862915.42539126,-3862808.60764876,-7861727.5261842,-3862826.96650157,-7861745.74220263,-3864020.59159607
2175,Las Golondrinas,5,5304,SAN ESTEBAN,-7856993.58609235,-3864092.85736667,-7858181.63712641,-3864074.97128178,-7858163.78002356,-3862881.32198307,-7856975.84863461,-3862899.20010685
2176,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7956784.8014754,-3863364.54529524,-7957972.11673349,-3863336.56014758,-7957944.21087227,-3862143.65152196,-7956757.01496062,-3862171.62422008
2177,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7956784.8014754,-3863364.54529524,-7956757.01496062,-3862171.62422008,-7955569.80666087,-3862199.47702632,-7955597.47382412,-3863392.41049774
2178,Quillota - La Calera - La Cruz - Hijuelas,5,5502,CALERA,-7924722.77904465,-3864074.78874312,-7925910.41025605,-3864050.04384197,-7925885.72847389,-3862856.81778611,-7924698.21673889,-3862881.55167714
2179,Quillota - La Calera - La Cruz - Hijuelas,5,5506,NOGALES,-7923535.13687607,-3864099.41356899,-7924722.77904465,-3864074.78874312,-7924698.21673889,-3862881.55167714,-7923510.69405122,-3862906.16554625
2180,Quillota - La Calera - La Cruz - Hijuelas,5,5506,NOGALES,-7923535.13687607,-3864099.41356899,-7923510.69405122,-3862906.16554625,-7922323.1604641,-3862930.65938893,-7922347.48380354,-3864123.91831506
2181,El Cobre,5,5702,CATEMU,-7897404.34477078,-3864610.77179139,-7898592.21452481,-3864588.78972462,-7898570.28180183,-3863395.32394064,-7897382.53162237,-3863417.29622525
2182,El Cobre,5,5702,CATEMU,-7897404.34477078,-3864610.77179139,-7897382.53162237,-3863417.29622525,-7896194.77171476,-3863439.14838974,-7896216.46528461,-3864632.63368463
2183,Panquehue,5,5704,PANQUEHUE,-7885525.12075723,-3864823.98226068,-7886713.08543407,-3864803.20210698,-7886692.34863438,-3863609.64090565,-7885504.50357117,-3863630.41181152
2184,Panquehue,5,5704,PANQUEHUE,-7884337.14688132,-3864844.64220174,-7885525.12075723,-3864823.98226068,-7885504.50357117,-3863630.41181152,-7884316.64931269,-3863651.06255821
2185,Panquehue,5,5704,PANQUEHUE,-7884337.14688132,-3864844.64220174,-7884316.64931269,-3863651.06255821,-7883128.78591223,-3863671.59314193,-7883149.16385967,-3864865.18192639
2186,San Felipe,5,5701,SAN FELIPE,-7873644.97683916,-3865025.17148498,-7874833.03110687,-3865005.59362546,-7874813.49061132,-3863811.94235138,-7873625.55599413,-3863831.51149767
2187,San Felipe,5,5701,SAN FELIPE,-7872456.91390572,-3865044.62909496,-7873644.97683916,-3865025.17148498,-7873625.55599413,-3863831.51149767,-7872437.61271478,-3863850.9604479
2188,San Felipe,5,5701,SAN FELIPE,-7871268.8423599,-3865063.96645184,-7872456.91390572,-3865044.62909496,-7872437.61271478,-3863850.9604479,-7871249.66082659,-3863870.28919851
2189,San Felipe,5,5701,SAN FELIPE,-7870080.76225505,-3865083.18355206,-7871268.8423599,-3865063.96645184,-7871249.66082659,-3863870.28919851,-7870061.70038289,-3863889.49774594
2190,San Felipe,5,5701,SAN FELIPE,-7868892.6736445,-3865102.28039212,-7870080.76225505,-3865083.18355206,-7870061.70038289,-3863889.49774594,-7868873.731437,-3863908.58608668
2191,San Felipe,5,5706,SANTA MARÍA,-7867704.57658163,-3865121.2569685,-7868892.6736445,-3865102.28039212,-7868873.731437,-3863908.58608668,-7867685.75404227,-3863927.55421723
2192,San Felipe,5,5706,SANTA MARÍA,-7867704.57658163,-3865121.2569685,-7867685.75404227,-3863927.55421723,-7866497.76825202,-3863946.40213411,-7866516.47111979,-3865140.11327772
2193,Las Golondrinas,5,5304,SAN ESTEBAN,-7858199.50219802,-3865268.73967402,-7859387.66495851,-3865250.72533053,-7859369.68019171,-3864056.96495617,-7858181.63712641,-3864074.97128178
2194,Las Golondrinas,5,5304,SAN ESTEBAN,-7857011.33146549,-3865286.63372329,-7858199.50219802,-3865268.73967402,-7858181.63712641,-3864074.97128178,-7856993.58609235,-3864092.85736667
2195,Quintero,5,5107,QUINTERO,-7962749.6486256,-3864416.39727645,-7963937.02049444,-3864387.79975933,-7963908.50526627,-3863194.83541223,-7962721.25277117,-3863223.42020831
2196,Las Ventanas - Caleta Horcón - Loncura,5,5105,PUCHUNCAVÍ,-7958000.03504105,-3864529.58756712,-7959187.45724726,-3864501.46997152,-7959159.41954525,-3863308.4550599,-7957972.11673349,-3863336.56014758
2197,Las Ventanas - Caleta Horcón - Loncura,5,5107,QUINTERO,-7956812.60038338,-3864557.58516942,-7958000.03504105,-3864529.58756712,-7957972.11673349,-3863336.56014758,-7956784.8014754,-3863364.54529524
2198,Quillota - La Calera - La Cruz - Hijuelas,5,5502,CALERA,-7925935.10304861,-3865243.38882198,-7927122.84277471,-3865218.51278209,-7927098.03045705,-3864025.17887009,-7925910.41025605,-3864050.04384197
2199,Quillota - La Calera - La Cruz - Hijuelas,5,5502,CALERA,-7924747.35230758,-3865268.14473776,-7925935.10304861,-3865243.38882198,-7925910.41025605,-3864050.04384197,-7924722.77904465,-3864074.78874312
2200,Quillota - La Calera - La Cruz - Hijuelas,5,5502,CALERA,-7923559.59060486,-3865292.78052487,-7924747.35230758,-3865268.14473776,-7924722.77904465,-3864074.78874312,-7923535.13687607,-3864099.41356899
2201,Catemu,5,5702,CATEMU,-7899802.13662566,-3865760.26245521,-7900990.10637529,-3865738.03016042,-7900967.92462327,-3864544.46508661,-7899780.0744934,-3864566.68748834
2202,Catemu,5,5702,CATEMU,-7898614.15703323,-3865782.37453112,-7899802.13662566,-3865760.26245521,-7899780.0744934,-3864566.68748834,-7898592.21452481,-3864588.78972462
